S.No,Batch,Student_id(Matrix Id),Roll No,Student Name,Gender,Shift,Section,Program,Status,Student Mobile No.,Student Email,Father Name,Father Mobile No,Mother Name,Mother Mobile No,P Address,T Address,DOB ES,DOB BS,Blood Group,Previous GPA,Previous School,Optional Subject,Local Guardain Name,Local Guardain No
2982,2020,5148,,Nigesh Pun,Female,Day,A,BICT,Running,,1175test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2983,2020,5149,,Nishant Bhandari,Female,Day,A,BICT,Running,,1176test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2984,2020,5150,,Paarth Man Singh Basnyat,Female,Day,A,BICT,Running,,1177test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2985,2020,5151,,Piya Gurung,Female,Day,A,BICT,Running,,1178test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2986,2020,5152,,Poshan Gurung,Female,Day,A,BICT,Running,,1179test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2987,2020,5153,,Prasansha Subba,Female,Day,A,BICT,Running,,1180test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2988,2020,5154,,Pritishma Shah,Female,Day,A,BICT,Running,,1181test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2989,2020,5155,,Samishrika Pariyar,Female,Day,A,BICT,Running,,1182test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2990,2020,5156,,Sarika Koirala,Female,Day,A,BICT,Running,,1183test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2991,2020,5157,,Sarthak Thapa,Female,Day,A,BICT,Running,,1184test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2992,2020,5158,,Shruti Chhetri,Female,Day,A,BICT,Running,,1185test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2993,2020,5159,,Smriti K.C.,Female,Day,A,BICT,Running,,1186test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2994,2020,5160,,Sparsh Roka Magar,Female,Day,A,BICT,Running,,1187test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2995,2020,5161,,Sulav Shrestha,Female,Day,A,BICT,Running,,1188test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2996,2020,5162,,Vijita Raut,Female,Day,A,BICT,Running,,1189test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2997,2020,5163,,Yaju Maharjhan,Female,Day,A,BICT,Running,,1190test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2998,2020,5164,,Aakash Pal,Female,Day,A,BICT,Running,,1191test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
2999,2020,5165,,Aayusha Karki,Female,Day,A,BICT,Running,,1192test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3000,2020,5166,,Amogh Guragai,Female,Day,A,BICT,Running,,1193test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3001,2020,5167,,Ashish Sherpa,Female,Day,A,BICT,Running,,1194test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3002,2020,5168,,Avyash Kurumbang Limbhu,Female,Day,A,BICT,Running,,1195test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3003,2020,5169,,Barish Rai,Female,Day,A,BICT,Running,,1196test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3004,2020,5170,,Denisha Basnet,Female,Day,A,BICT,Running,,1197test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3005,2020,5171,,Gobind Mukhiya,Female,Day,A,BICT,Running,,1198test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3006,2020,5172,,Jackson Shahi,Female,Day,A,BICT,Running,,1199test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3007,2020,5173,,Jaya Gupta,Female,Day,A,BICT,Running,,1200test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3008,2020,5174,,Jwalandeep Adhikari,Female,Day,A,BICT,Running,,1201test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3009,2020,5175,,Kaustuv Shrestha,Female,Day,A,BICT,Running,,1202test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3010,2020,5176,,Kishor Singh Bhandari,Female,Day,A,BICT,Running,,1203test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3011,2020,5177,,Krishna Nepal,Female,Day,A,BICT,Running,,1204test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3012,2020,5178,,Kriti Chhetri,Female,Day,A,BICT,Running,,1205test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3013,2020,5179,,Kritika Khandelwal,Female,Day,A,BICT,Running,,1206test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3014,2020,5180,,Kritika Singh,Female,Day,A,BICT,Running,,1207test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3015,2020,5181,,Manash Raj Sharma,Female,Day,A,BICT,Running,,1208test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3016,2020,5182,,Manik Sharma Bhattarai,Female,Day,A,BICT,Running,,1209test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3017,2020,5183,,Manjari Lohani,Female,Day,A,BICT,Running,,1210test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3018,2020,5184,,Miksee Rai,Female,Day,A,BICT,Running,,1211test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3019,2020,5185,,Nigesh Pun,Female,Day,A,BICT,Running,,1212test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3020,2020,5186,,Nishant Bhandari,Female,Day,A,BICT,Running,,1213test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3021,2020,5187,,Paarth Man Singh Basnyat,Female,Day,A,BICT,Running,,1214test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3022,2020,5188,,Piya Gurung,Female,Day,A,BICT,Running,,1215test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3023,2020,5189,,Poshan Gurung,Female,Day,A,BICT,Running,,1216test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3024,2020,5190,,Prasansha Subba,Female,Day,A,BICT,Running,,1217test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3025,2020,5191,,Pritishma Shah,Female,Day,A,BICT,Running,,1218test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3026,2020,5192,,Samishrika Pariyar,Female,Day,A,BICT,Running,,1219test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3027,2020,5193,,Sarika Koirala,Female,Day,A,BICT,Running,,1220test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3028,2020,5194,,Sarthak Thapa,Female,Day,A,BICT,Running,,1221test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3029,2020,5195,,Shruti Chhetri,Female,Day,A,BICT,Running,,1222test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3030,2020,5196,,Smriti K.C.,Female,Day,A,BICT,Running,,1223test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3031,2020,5197,,Sparsh Roka Magar,Female,Day,A,BICT,Running,,1224test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3032,2020,5198,,Sulav Shrestha,Female,Day,A,BICT,Running,,1225test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3033,2020,5199,,Vijita Raut,Female,Day,A,BICT,Running,,1226test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3034,2020,5200,,Yaju Maharjhan,Female,Day,A,BICT,Running,,1227test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3035,2020,5201,,Aakash Pal,Female,Day,A,BICT,Running,,1228test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3036,2020,5202,,Aayusha Karki,Female,Day,A,BICT,Running,,1229test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3037,2020,5203,,Amogh Guragai,Female,Day,A,BICT,Running,,1230test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3038,2020,5204,,Ashish Sherpa,Female,Day,A,BICT,Running,,1231test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3039,2020,5205,,Avyash Kurumbang Limbhu,Female,Day,A,BICT,Running,,1232test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3040,2020,5206,,Barish Rai,Female,Day,A,BICT,Running,,1233test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3041,2020,5207,,Denisha Basnet,Female,Day,A,BICT,Running,,1234test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3042,2020,5208,,Gobind Mukhiya,Female,Day,A,BICT,Running,,1235test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3043,2020,5209,,Jackson Shahi,Female,Day,A,BICT,Running,,1236test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3044,2020,5210,,Jaya Gupta,Female,Day,A,BICT,Running,,1237test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3045,2020,5211,,Jwalandeep Adhikari,Female,Day,A,BICT,Running,,1238test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3046,2020,5212,,Kaustuv Shrestha,Female,Day,A,BICT,Running,,1239test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3047,2020,5213,,Kishor Singh Bhandari,Female,Day,A,BICT,Running,,1240test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3048,2020,5214,,Krishna Nepal,Female,Day,A,BICT,Running,,1241test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3049,2020,5215,,Kriti Chhetri,Female,Day,A,BICT,Running,,1242test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3050,2020,5216,,Kritika Khandelwal,Female,Day,A,BICT,Running,,1243test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3051,2020,5217,,Kritika Singh,Female,Day,A,BICT,Running,,1244test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3052,2020,5218,,Manash Raj Sharma,Female,Day,A,BICT,Running,,1245test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3053,2020,5219,,Manik Sharma Bhattarai,Female,Day,A,BICT,Running,,1246test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3054,2020,5220,,Manjari Lohani,Female,Day,A,BICT,Running,,1247test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3055,2020,5221,,Miksee Rai,Female,Day,A,BICT,Running,,1248test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3056,2020,5222,,Nigesh Pun,Female,Day,A,BICT,Running,,1249test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3057,2020,5223,,Nishant Bhandari,Female,Day,A,BICT,Running,,1250test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3058,2020,5224,,Paarth Man Singh Basnyat,Female,Day,A,BICT,Running,,1251test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3059,2020,5225,,Piya Gurung,Female,Day,A,BICT,Running,,1252test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3060,2020,5226,,Poshan Gurung,Female,Day,A,BICT,Running,,1253test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3061,2020,5227,,Prasansha Subba,Female,Day,A,BICT,Running,,1254test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3062,2020,5228,,Pritishma Shah,Female,Day,A,BICT,Running,,1255test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3063,2020,5229,,Samishrika Pariyar,Female,Day,A,BICT,Running,,1256test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3064,2020,5230,,Sarika Koirala,Female,Day,A,BICT,Running,,1257test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3065,2020,5231,,Sarthak Thapa,Female,Day,A,BICT,Running,,1258test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3066,2020,5232,,Shruti Chhetri,Female,Day,A,BICT,Running,,1259test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3067,2020,5233,,Smriti K.C.,Female,Day,A,BICT,Running,,1260test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3068,2020,5234,,Sparsh Roka Magar,Female,Day,A,BICT,Running,,1261test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3069,2020,5235,,Sulav Shrestha,Female,Day,A,BICT,Running,,1262test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3070,2020,5236,,Vijita Raut,Female,Day,A,BICT,Running,,1263test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3071,2020,5237,,Yaju Maharjhan,Female,Day,A,BICT,Running,,1264test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3072,2020,5238,,Aakash Pal,Female,Day,A,BICT,Running,,1265test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3073,2020,5239,,Aayusha Karki,Female,Day,A,BICT,Running,,1266test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3074,2020,5240,,Amogh Guragai,Female,Day,A,BICT,Running,,1267test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3075,2020,5241,,Ashish Sherpa,Female,Day,A,BICT,Running,,1268test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3076,2020,5242,,Avyash Kurumbang Limbhu,Female,Day,A,BICT,Running,,1269test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3077,2020,5243,,Barish Rai,Female,Day,A,BICT,Running,,1270test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3078,2020,5244,,Denisha Basnet,Female,Day,A,BICT,Running,,1271test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3079,2020,5245,,Gobind Mukhiya,Female,Day,A,BICT,Running,,1272test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3080,2020,5246,,Jackson Shahi,Female,Day,A,BICT,Running,,1273test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3081,2020,5247,,Jaya Gupta,Female,Day,A,BICT,Running,,1274test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3082,2020,5248,,Jwalandeep Adhikari,Female,Day,A,BICT,Running,,1275test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3083,2020,5249,,Kaustuv Shrestha,Female,Day,A,BICT,Running,,1276test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3084,2020,5250,,Kishor Singh Bhandari,Female,Day,A,BICT,Running,,1277test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3085,2020,5251,,Krishna Nepal,Female,Day,A,BICT,Running,,1278test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3086,2020,5252,,Kriti Chhetri,Female,Day,A,BICT,Running,,1279test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3087,2020,5253,,Kritika Khandelwal,Female,Day,A,BICT,Running,,1280test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3088,2020,5254,,Kritika Singh,Female,Day,A,BICT,Running,,1281test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3089,2020,5255,,Manash Raj Sharma,Female,Day,A,BICT,Running,,1282test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3090,2020,5256,,Manik Sharma Bhattarai,Female,Day,A,BICT,Running,,1283test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3091,2020,5257,,Manjari Lohani,Female,Day,A,BICT,Running,,1284test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3092,2020,5258,,Miksee Rai,Female,Day,A,BICT,Running,,1285test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3093,2020,5259,,Nigesh Pun,Female,Day,A,BICT,Running,,1286test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3094,2020,5260,,Nishant Bhandari,Female,Day,A,BICT,Running,,1287test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3095,2020,5261,,Paarth Man Singh Basnyat,Female,Day,A,BICT,Running,,1288test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3096,2020,5262,,Piya Gurung,Female,Day,A,BICT,Running,,1289test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3097,2020,5263,,Poshan Gurung,Female,Day,A,BICT,Running,,1290test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3098,2020,5264,,Prasansha Subba,Female,Day,A,BICT,Running,,1291test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3099,2020,5265,,Pritishma Shah,Female,Day,A,BICT,Running,,1292test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3100,2020,5266,,Samishrika Pariyar,Female,Day,A,BICT,Running,,1293test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3101,2020,5267,,Sarika Koirala,Female,Day,A,BICT,Running,,1294test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3102,2020,5268,,Sarthak Thapa,Female,Day,A,BICT,Running,,1295test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3103,2020,5269,,Shruti Chhetri,Female,Day,A,BICT,Running,,1296test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3104,2020,5270,,Smriti K.C.,Female,Day,A,BICT,Running,,1297test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3105,2020,5271,,Sparsh Roka Magar,Female,Day,A,BICT,Running,,1298test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3106,2020,5272,,Sulav Shrestha,Female,Day,A,BICT,Running,,1299test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3107,2020,5273,,Vijita Raut,Female,Day,A,BICT,Running,,1300test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3108,2020,5274,,Yaju Maharjhan,Female,Day,A,BICT,Running,,1301test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3109,2020,5275,,Aakash Pal,Female,Day,A,BICT,Running,,1302test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3110,2020,5276,,Aayusha Karki,Female,Day,A,BICT,Running,,1303test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3111,2020,5277,,Amogh Guragai,Female,Day,A,BICT,Running,,1304test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3112,2020,5278,,Ashish Sherpa,Female,Day,A,BICT,Running,,1305test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3113,2020,5279,,Avyash Kurumbang Limbhu,Female,Day,A,BICT,Running,,1306test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3114,2020,5280,,Barish Rai,Female,Day,A,BICT,Running,,1307test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3115,2020,5281,,Denisha Basnet,Female,Day,A,BICT,Running,,1308test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3116,2020,5282,,Gobind Mukhiya,Female,Day,A,BICT,Running,,1309test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3117,2020,5283,,Jackson Shahi,Female,Day,A,BICT,Running,,1310test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3118,2020,5284,,Jaya Gupta,Female,Day,A,BICT,Running,,1311test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3119,2020,5285,,Jwalandeep Adhikari,Female,Day,A,BICT,Running,,1312test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3120,2020,5286,,Kaustuv Shrestha,Female,Day,A,BICT,Running,,1313test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3121,2020,5287,,Kishor Singh Bhandari,Female,Day,A,BICT,Running,,1314test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3122,2020,5288,,Krishna Nepal,Female,Day,A,BICT,Running,,1315test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3123,2020,5289,,Kriti Chhetri,Female,Day,A,BICT,Running,,1316test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3124,2020,5290,,Kritika Khandelwal,Female,Day,A,BICT,Running,,1317test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3125,2020,5291,,Kritika Singh,Female,Day,A,BICT,Running,,1318test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3126,2020,5292,,Manash Raj Sharma,Female,Day,A,BICT,Running,,1319test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3127,2020,5293,,Manik Sharma Bhattarai,Female,Day,A,BICT,Running,,1320test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3128,2020,5294,,Manjari Lohani,Female,Day,A,BICT,Running,,1321test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3129,2020,5295,,Miksee Rai,Female,Day,A,BICT,Running,,1322test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3130,2020,5296,,Nigesh Pun,Female,Day,A,BICT,Running,,1323test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3131,2020,5297,,Nishant Bhandari,Female,Day,A,BICT,Running,,1324test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3132,2020,5298,,Paarth Man Singh Basnyat,Female,Day,A,BICT,Running,,1325test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3133,2020,5299,,Piya Gurung,Female,Day,A,BICT,Running,,1326test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3134,2020,5300,,Poshan Gurung,Female,Day,A,BICT,Running,,1327test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3135,2020,5301,,Prasansha Subba,Female,Day,A,BICT,Running,,1328test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3136,2020,5302,,Pritishma Shah,Female,Day,A,BICT,Running,,1329test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3137,2020,5303,,Samishrika Pariyar,Female,Day,A,BICT,Running,,1330test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3138,2020,5304,,Sarika Koirala,Female,Day,A,BICT,Running,,1331test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3139,2020,5305,,Sarthak Thapa,Female,Day,A,BICT,Running,,1332test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3140,2020,5306,,Shruti Chhetri,Female,Day,A,BICT,Running,,1333test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3141,2020,5307,,Smriti K.C.,Female,Day,A,BICT,Running,,1334test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3142,2020,5308,,Sparsh Roka Magar,Female,Day,A,BICT,Running,,1335test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3143,2020,5309,,Sulav Shrestha,Female,Day,A,BICT,Running,,1336test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3144,2020,5310,,Vijita Raut,Female,Day,A,BICT,Running,,1337test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3145,2020,5311,,Yaju Maharjhan,Female,Day,A,BICT,Running,,1338test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3146,2020,5312,,Aakash Pal,Female,Day,A,BICT,Running,,1339test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3147,2020,5313,,Aayusha Karki,Female,Day,A,BICT,Running,,1340test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3148,2020,5314,,Amogh Guragai,Female,Day,A,BICT,Running,,1341test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3149,2020,5315,,Ashish Sherpa,Female,Day,A,BICT,Running,,1342test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3150,2020,5316,,Avyash Kurumbang Limbhu,Female,Day,A,BICT,Running,,1343test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3151,2020,5317,,Barish Rai,Female,Day,A,BICT,Running,,1344test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3152,2020,5318,,Denisha Basnet,Female,Day,A,BICT,Running,,1345test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3153,2020,5319,,Gobind Mukhiya,Female,Day,A,BICT,Running,,1346test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3154,2020,5320,,Jackson Shahi,Female,Day,A,BICT,Running,,1347test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3155,2020,5321,,Jaya Gupta,Female,Day,A,BICT,Running,,1348test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3156,2020,5322,,Jwalandeep Adhikari,Female,Day,A,BICT,Running,,1349test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3157,2020,5323,,Kaustuv Shrestha,Female,Day,A,BICT,Running,,1350test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3158,2020,5324,,Kishor Singh Bhandari,Female,Day,A,BICT,Running,,1351test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3159,2020,5325,,Krishna Nepal,Female,Day,A,BICT,Running,,1352test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3160,2020,5326,,Kriti Chhetri,Female,Day,A,BICT,Running,,1353test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3161,2020,5327,,Kritika Khandelwal,Female,Day,A,BICT,Running,,1354test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3162,2020,5328,,Kritika Singh,Female,Day,A,BICT,Running,,1355test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3163,2020,5329,,Manash Raj Sharma,Female,Day,A,BICT,Running,,1356test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3164,2020,5330,,Manik Sharma Bhattarai,Female,Day,A,BICT,Running,,1357test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3165,2020,5331,,Manjari Lohani,Female,Day,A,BICT,Running,,1358test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3166,2020,5332,,Miksee Rai,Female,Day,A,BICT,Running,,1359test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3167,2020,5333,,Nigesh Pun,Female,Day,A,BICT,Running,,1360test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3168,2020,5334,,Nishant Bhandari,Female,Day,A,BICT,Running,,1361test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3169,2020,5335,,Paarth Man Singh Basnyat,Female,Day,A,BICT,Running,,1362test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3170,2020,5336,,Piya Gurung,Female,Day,A,BICT,Running,,1363test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3171,2020,5337,,Poshan Gurung,Female,Day,A,BICT,Running,,1364test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3172,2020,5338,,Prasansha Subba,Female,Day,A,BICT,Running,,1365test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
3173,2020,5339,,Pritishma Shah,Female,Day,A,BICT,Running,,1366test@gmail.com,,,,,,,2005-08-11,27-04-2062,,,,,,
